0,636248195171945546,44444444,32,22.61
1,636248536400505077,88888888,36,10.95
2,636248720495832991,99999999,33,42.3
3,636248749201591115,11111111,27,10.45
4,636248816695443563,77777777,16,23.44
5,636249016218534538,66666666,2,42.81
6,636249173496229254,66666666,35,42.81
7,636249350004662110,55555555,9,37.17
8,636249461564990142,66666666,47,42.81
9,636249525131983878,55555555,3,37.17
10,636249859266256643,77777777,24,23.44
11,636249834150960839,33333333,29,35.56
12,636250036913570824,77777777,29,23.44
13,636250180181476342,22222222,30,36.22
14,636250281531756024,66666666,31,42.81
15,636250231496771277,11111111,40,10.45
16,636250335662288318,22222222,6,36.22
17,636250463953645765,99999999,4,42.3
18,636250593126100926,22222222,16,36.22
19,636250513415176612,55555555,34,37.17
20,636250683037926792,44444444,19,22.61
21,636250785933337412,88888888,14,10.95
22,636250781656404984,22222222,10,36.22
23,636250777722033688,33333333,1,35.56
24,636250825025083424,33333333,39,35.56
25,636251242002810864,33333333,9,35.56
26,636251311793006385,99999999,34,42.3
27,636251489884344688,77777777,30,23.44
28,636251575117575066,66666666,38,42.81
29,636251590097495393,99999999,16,42.3
30,636251593022600978,33333333,13,35.56
31,636251742568384322,33333333,38,35.56
32,636252495638283872,66666666,2,42.81
33,636252575071896733,55555555,43,37.17
34,636252895057664627,11111111,10,10.45
35,636252941739790861,33333333,49,35.56
36,636252931815613053,33333333,46,35.56
37,636253390976298992,33333333,6,35.56
38,636253491183054714,99999999,12,42.3
39,636253840041259229,33333333,29,35.56
40,636253836654305966,33333333,44,35.56
41,636254042134934874,66666666,10,42.81
42,636254065370371479,11111111,23,10.45
43,636254371347909934,44444444,34,22.61
44,636254450820669841,99999999,18,42.3
45,636254687246612149,55555555,43,37.17
46,636254782333769735,22222222,2,36.22
47,636254810803701248,99999999,33,42.3
48,636255289477759343,88888888,36,10.95
49,636255993491656421,77777777,35,23.44
50,636256150527073583,66666666,26,42.81
51,636256560499025727,55555555,6,37.17
52,636256623535303190,55555555,31,37.17
53,636256972983788149,22222222,48,36.22
54,636256955007943764,11111111,42,10.45
55,636257077944010843,44444444,4,22.61
56,636257292674911066,55555555,9,37.17
57,636257462349060826,88888888,15,10.95
58,636257581820757210,44444444,17,22.61
59,636257794545240512,44444444,2,22.61
60,636257977021014140,55555555,30,37.17
61,636257937241980789,55555555,6,37.17
62,636258042208286084,11111111,22,10.45
63,636258276597655354,22222222,16,36.22
64,636258243246484938,77777777,4,23.44
65,636258445263409531,22222222,46,36.22
66,636258653405586081,11111111,48,10.45
67,636258712622283897,22222222,35,36.22
68,636258823568727779,99999999,24,42.3
69,636258886574984140,33333333,21,35.56
70,636258965418075643,88888888,2,10.95
71,636259197742713319,99999999,37,42.3
72,636259431396160640,66666666,15,42.81
73,636259584529467758,77777777,31,23.44
74,636259536726773159,22222222,25,36.22
75,636259674379469239,66666666,25,42.81
76,636259993036223375,44444444,19,22.61
77,636260025810783741,22222222,47,36.22
78,636260149903839325,33333333,2,35.56
79,636260336803403236,33333333,1,35.56
80,636260629581672287,99999999,19,42.3
81,636260638495826136,55555555,34,37.17
82,636260761598325382,66666666,30,42.81
83,636260975222285543,22222222,15,36.22
84,636261196903951660,33333333,15,35.56
85,636261295694404566,88888888,12,10.95
86,636261220074755167,22222222,44,36.22
87,636261331494543727,22222222,33,36.22
88,636261461408166932,22222222,49,36.22
89,636261487970822073,33333333,42,35.56
90,636261618092039859,11111111,31,10.45
91,636261631144054893,44444444,18,22.61
92,636261887214835511,33333333,4,35.56
93,636261953314017476,11111111,36,10.45
94,636262277358783261,44444444,29,22.61
95,636262421039041198,66666666,33,42.81
96,636262665449398320,44444444,19,22.61
97,636262718968137651,77777777,24,23.44
98,636262756259933227,44444444,13,22.61
99,636262832363289578,22222222,20,36.22
100,636262941299657519,66666666,9,42.81
101,636263122465750752,88888888,11,10.95
102,636263485001438371,55555555,41,37.17
103,636263822563150044,11111111,15,10.45
104,636263926787757110,55555555,5,37.17
105,636264029300757283,77777777,6,23.44
106,636264063372206581,99999999,19,42.3
107,636264564219061511,22222222,15,36.22
108,636264592960481945,44444444,48,22.61
109,636265326940274522,33333333,1,35.56
110,636265564628729690,33333333,7,35.56
111,636266044063816721,66666666,20,42.81
112,636266172378410114,11111111,7,10.45
113,636266412673015657,22222222,13,36.22
114,636266523284486246,99999999,26,42.3
115,636267133831441530,66666666,17,42.81
116,636267442043545220,22222222,40,36.22
117,636268115602010653,44444444,37,22.61
118,636268378231903663,99999999,3,42.3
119,636268526665814559,55555555,16,37.17
120,636268672699147817,11111111,23,10.45
121,636269282708938118,66666666,28,42.81
122,636269449516610681,99999999,19,42.3
123,636269756364143890,88888888,38,10.95
124,636269771288399283,88888888,19,10.95
125,636269878311696242,11111111,13,10.45
126,636269922040267325,11111111,10,10.45
127,636270012763383267,55555555,22,37.17
128,636270046438975424,44444444,29,22.61
129,636270367188482168,66666666,9,42.81
130,636270424840969097,11111111,14,10.45
131,636270866480893422,33333333,13,35.56
132,636271275416140021,55555555,42,37.17
133,636271455755089876,66666666,18,42.81
134,636271911668033844,77777777,16,23.44
135,636271964126570656,44444444,32,22.61
136,636272051627386634,44444444,39,22.61
137,636272034570467871,44444444,18,22.61
138,636272383846651179,77777777,1,23.44
139,636272716383815381,11111111,38,10.45
140,636272967899457167,66666666,49,42.81
141,636272911229463197,77777777,45,23.44
142,636273051668627837,11111111,33,10.45
143,636273031672180842,22222222,12,36.22
144,636273467026930455,66666666,32,42.81
145,636273579145075825,88888888,18,10.95
146,636273844627690064,66666666,2,42.81
147,636274067968490992,55555555,36,37.17
148,636274083477677447,33333333,11,35.56
149,636274183667559050,99999999,48,42.3
150,636275227367730673,88888888,24,10.95
151,636275357857688854,88888888,48,10.95
152,636276020815194150,77777777,23,23.44
153,636276310440849429,22222222,28,36.22
154,636276815877462569,33333333,23,35.56
155,636277049620763341,55555555,20,37.17
156,636277014920179294,11111111,27,10.45
157,636277243600456172,44444444,40,22.61
158,636277275667234238,88888888,9,10.95
159,636277336356740864,22222222,3,36.22
160,636277685451254217,55555555,44,37.17
161,636277681415898971,66666666,10,42.81
162,636277727909168457,22222222,30,36.22
163,636277893973847143,99999999,8,42.3
164,636278172280385341,11111111,41,10.45
165,636278216349262595,99999999,29,42.3
166,636278366618918695,11111111,21,10.45
167,636278815435207524,88888888,34,10.95
168,636279025055799166,22222222,23,36.22
169,636279377767944083,66666666,18,42.81
170,636279676413618584,77777777,18,23.44
171,636279782721719370,66666666,42,42.81
172,636280034487339238,33333333,18,35.56
173,636280273406575391,44444444,46,22.61
174,636280310580664826,88888888,43,10.95
175,636280587268892056,66666666,42,42.81
176,636280542155963049,55555555,2,37.17
